,Kernel,Kernel_iterations,warps_per_thread_block,right_matrices_per_thread,rows_per_thread,distribution_type,Name,Args,Input size,Input total items,Input matrix rows,Input matrix cols,Input matrix area,Input left matrices,Input right matrices,Input type,Group
0,14964,100209,4,1,8,rectangle,multimat-right-work-distribution,4_1_8_rectangle,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,15405,97357,4,1,8,triangle,multimat-right-work-distribution,4_1_8_triangle,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,23954,62614,4,1,16,rectangle,multimat-right-work-distribution,4_1_16_rectangle,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,24418,61421,4,1,16,triangle,multimat-right-work-distribution,4_1_16_triangle,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,9809,152687,4,2,1,rectangle,multimat-right-work-distribution,4_2_1_rectangle,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,8734,171767,4,2,1,triangle,multimat-right-work-distribution,4_2_1_triangle,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,11185,134167,4,2,4,rectangle,multimat-right-work-distribution,4_2_4_rectangle,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,11481,130625,4,2,4,triangle,multimat-right-work-distribution,4_2_4_triangle,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,15837,94686,4,2,8,rectangle,multimat-right-work-distribution,4_2_8_rectangle,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,16099,93152,4,2,8,triangle,multimat-right-work-distribution,4_2_8_triangle,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,25879,57952,4,2,16,rectangle,multimat-right-work-distribution,4_2_16_rectangle,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,25761,58230,4,2,16,triangle,multimat-right-work-distribution,4_2_16_triangle,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,9883,151362,4,4,1,rectangle,multimat-right-work-distribution,4_4_1_rectangle,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,8725,171912,4,4,1,triangle,multimat-right-work-distribution,4_4_1_triangle,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,11238,133445,4,4,4,rectangle,multimat-right-work-distribution,4_4_4_rectangle,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,11732,127813,4,4,4,triangle,multimat-right-work-distribution,4_4_4_triangle,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,16103,93141,4,4,8,rectangle,multimat-right-work-distribution,4_4_8_rectangle,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,16331,91841,4,4,8,triangle,multimat-right-work-distribution,4_4_8_triangle,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,25977,57742,4,4,16,rectangle,multimat-right-work-distribution,4_4_16_rectangle,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,26028,57620,4,4,16,triangle,multimat-right-work-distribution,4_4_16_triangle,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,9940,150641,4,8,1,rectangle,multimat-right-work-distribution,4_8_1_rectangle,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,8994,166744,4,8,1,triangle,multimat-right-work-distribution,4_8_1_triangle,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,11731,127862,4,8,4,rectangle,multimat-right-work-distribution,4_8_4_rectangle,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,11935,125644,4,8,4,triangle,multimat-right-work-distribution,4_8_4_triangle,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,16785,89370,4,8,8,rectangle,multimat-right-work-distribution,4_8_8_rectangle,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,16920,88575,4,8,8,triangle,multimat-right-work-distribution,4_8_8_triangle,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,27361,54820,4,8,16,rectangle,multimat-right-work-distribution,4_8_16_rectangle,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,27138,55273,4,8,16,triangle,multimat-right-work-distribution,4_8_16_triangle,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,10254,146292,8,1,1,rectangle,multimat-right-work-distribution,8_1_1_rectangle,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,9686,154881,8,1,1,triangle,multimat-right-work-distribution,8_1_1_triangle,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,11498,130436,8,1,4,rectangle,multimat-right-work-distribution,8_1_4_rectangle,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
0,11979,125210,8,1,4,triangle,multimat-right-work-distribution,8_1_4_triangle,32_32_1_2,3072,32,32,1024,1,2,1x2,one_to_many
