,Kernel,Kernel_iterations,warps_per_thread_block,right_matrices_per_thread,rows_per_thread,distribution_type,num_cuda_streams,Name,Args,Input size,Input total items,Input matrix rows,Input matrix cols,Input matrix area,Input left matrices,Input right matrices,Input type,Group
2,31300,4801,4,8,1,none,20,multimat-right,4_8,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
3,31368,4763,4,8,1,none,20,multimat-right,4_8,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
4,31278,4768,4,8,1,none,20,multimat-right,4_8,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
5,31344,4781,4,8,1,none,20,multimat-right,4_8,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
6,31303,4772,4,8,1,none,20,multimat-right,4_8,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
7,31363,4774,4,8,1,none,20,multimat-right,4_8,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
8,31363,4771,4,8,1,none,20,multimat-right,4_8,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
9,31350,4754,4,8,1,none,20,multimat-right,4_8,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
0,29247,5066,8,1,1,none,20,multimat-right,8_1,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
1,29283,5079,8,1,1,none,20,multimat-right,8_1,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
2,29317,5076,8,1,1,none,20,multimat-right,8_1,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
3,29317,5114,8,1,1,none,20,multimat-right,8_1,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
4,29281,5112,8,1,1,none,20,multimat-right,8_1,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
5,29293,5100,8,1,1,none,20,multimat-right,8_1,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
6,29269,5098,8,1,1,none,20,multimat-right,8_1,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
7,29291,5110,8,1,1,none,20,multimat-right,8_1,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
8,29279,5113,8,1,1,none,20,multimat-right,8_1,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
9,29297,5112,8,1,1,none,20,multimat-right,8_1,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
0,31029,4787,8,2,1,none,20,multimat-right,8_2,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
1,31040,4780,8,2,1,none,20,multimat-right,8_2,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
2,31013,4827,8,2,1,none,20,multimat-right,8_2,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
3,31068,4809,8,2,1,none,20,multimat-right,8_2,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
4,31048,4818,8,2,1,none,20,multimat-right,8_2,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
