,Kernel,Kernel_iterations,warps_per_thread_block,right_matrices_per_thread,rows_per_thread,distribution_type,num_cuda_streams,Name,Args,Input size,Input total items,Input matrix rows,Input matrix cols,Input matrix area,Input left matrices,Input right matrices,Input type,Group
2,54698,2734,8,4,1,none,20,multimat-right,8_4,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
3,54725,2742,8,4,1,none,20,multimat-right,8_4,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
4,54675,2737,8,4,1,none,20,multimat-right,8_4,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
5,54737,2737,8,4,1,none,20,multimat-right,8_4,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
6,54686,2735,8,4,1,none,20,multimat-right,8_4,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
7,54738,2739,8,4,1,none,20,multimat-right,8_4,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
8,54684,2737,8,4,1,none,20,multimat-right,8_4,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
9,54739,2742,8,4,1,none,20,multimat-right,8_4,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
0,39308,3770,8,8,1,none,20,multimat-right,8_8,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
1,39210,3792,8,8,1,none,20,multimat-right,8_8,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
2,39189,3813,8,8,1,none,20,multimat-right,8_8,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
3,39216,3812,8,8,1,none,20,multimat-right,8_8,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
4,39210,3819,8,8,1,none,20,multimat-right,8_8,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
5,39169,3817,8,8,1,none,20,multimat-right,8_8,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
6,39163,3814,8,8,1,none,20,multimat-right,8_8,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
7,39195,3824,8,8,1,none,20,multimat-right,8_8,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
8,39194,3827,8,8,1,none,20,multimat-right,8_8,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
9,39178,3829,8,8,1,none,20,multimat-right,8_8,16_16_4_16,5120,16,16,256,4,16,4x16,n_to_mn
0,39654,3724,4,1,1,none,20,multimat-right,4_1,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
1,39554,3781,4,1,1,none,20,multimat-right,4_1,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
2,39456,3786,4,1,1,none,20,multimat-right,4_1,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
3,39605,3772,4,1,1,none,20,multimat-right,4_1,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
4,39538,3774,4,1,1,none,20,multimat-right,4_1,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
5,39584,3752,4,1,1,none,20,multimat-right,4_1,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
6,39622,3773,4,1,1,none,20,multimat-right,4_1,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
7,39635,3770,4,1,1,none,20,multimat-right,4_1,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
8,39645,3764,4,1,1,none,20,multimat-right,4_1,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
9,39540,3766,4,1,1,none,20,multimat-right,4_1,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
0,42305,3487,4,2,1,none,20,multimat-right,4_2,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
1,42444,3523,4,2,1,none,20,multimat-right,4_2,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
2,42172,3542,4,2,1,none,20,multimat-right,4_2,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
3,42376,3543,4,2,1,none,20,multimat-right,4_2,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
4,42251,3544,4,2,1,none,20,multimat-right,4_2,16_16_8_32,10240,16,16,256,8,32,8x32,n_to_mn
