,Kernel,Kernel_iterations,warps_per_thread_block,shifts_per_thread_right_matrix,right_matrices_per_thread,left_rows_per_iteration,num_cuda_streams,Name,Args,Input size,Input total items,Input matrix rows,Input matrix cols,Input matrix area,Input left matrices,Input right matrices,Input type,Group
3,28293,5333,4,2,2,2,20,multimat-right-multirow-both,4_2_2_2,16_16_2_8,2560,16,16,256,2,8,2x8,n_to_mn
4,28312,5296,4,2,2,2,20,multimat-right-multirow-both,4_2_2_2,16_16_2_8,2560,16,16,256,2,8,2x8,n_to_mn
5,28316,5333,4,2,2,2,20,multimat-right-multirow-both,4_2_2_2,16_16_2_8,2560,16,16,256,2,8,2x8,n_to_mn
6,28268,5300,4,2,2,2,20,multimat-right-multirow-both,4_2_2_2,16_16_2_8,2560,16,16,256,2,8,2x8,n_to_mn
7,28287,5301,4,2,2,2,20,multimat-right-multirow-both,4_2_2_2,16_16_2_8,2560,16,16,256,2,8,2x8,n_to_mn
8,28299,5299,4,2,2,2,20,multimat-right-multirow-both,4_2_2_2,16_16_2_8,2560,16,16,256,2,8,2x8,n_to_mn
9,28299,5305,4,2,2,2,20,multimat-right-multirow-both,4_2_2_2,16_16_2_8,2560,16,16,256,2,8,2x8,n_to_mn
0,24362,6147,4,2,2,4,20,multimat-right-multirow-both,4_2_2_4,16_16_2_8,2560,16,16,256,2,8,2x8,n_to_mn
1,24358,6099,4,2,2,4,20,multimat-right-multirow-both,4_2_2_4,16_16_2_8,2560,16,16,256,2,8,2x8,n_to_mn
2,24392,6157,4,2,2,4,20,multimat-right-multirow-both,4_2_2_4,16_16_2_8,2560,16,16,256,2,8,2x8,n_to_mn
3,24340,6137,4,2,2,4,20,multimat-right-multirow-both,4_2_2_4,16_16_2_8,2560,16,16,256,2,8,2x8,n_to_mn
4,24407,6162,4,2,2,4,20,multimat-right-multirow-both,4_2_2_4,16_16_2_8,2560,16,16,256,2,8,2x8,n_to_mn
5,24352,6161,4,2,2,4,20,multimat-right-multirow-both,4_2_2_4,16_16_2_8,2560,16,16,256,2,8,2x8,n_to_mn
6,24377,6157,4,2,2,4,20,multimat-right-multirow-both,4_2_2_4,16_16_2_8,2560,16,16,256,2,8,2x8,n_to_mn
7,24357,6154,4,2,2,4,20,multimat-right-multirow-both,4_2_2_4,16_16_2_8,2560,16,16,256,2,8,2x8,n_to_mn
8,24393,6155,4,2,2,4,20,multimat-right-multirow-both,4_2_2_4,16_16_2_8,2560,16,16,256,2,8,2x8,n_to_mn
9,24340,6151,4,2,2,4,20,multimat-right-multirow-both,4_2_2_4,16_16_2_8,2560,16,16,256,2,8,2x8,n_to_mn
0,46542,2200,4,4,2,1,20,multimat-right-multirow-both,4_2_4_1,16_16_2_8,2560,16,16,256,2,8,2x8,n_to_mn
1,46586,3230,4,4,2,1,20,multimat-right-multirow-both,4_2_4_1,16_16_2_8,2560,16,16,256,2,8,2x8,n_to_mn
2,46653,3208,4,4,2,1,20,multimat-right-multirow-both,4_2_4_1,16_16_2_8,2560,16,16,256,2,8,2x8,n_to_mn
3,46570,3224,4,4,2,1,20,multimat-right-multirow-both,4_2_4_1,16_16_2_8,2560,16,16,256,2,8,2x8,n_to_mn
4,46626,3217,4,4,2,1,20,multimat-right-multirow-both,4_2_4_1,16_16_2_8,2560,16,16,256,2,8,2x8,n_to_mn
5,46612,3218,4,4,2,1,20,multimat-right-multirow-both,4_2_4_1,16_16_2_8,2560,16,16,256,2,8,2x8,n_to_mn
6,46639,3210,4,4,2,1,20,multimat-right-multirow-both,4_2_4_1,16_16_2_8,2560,16,16,256,2,8,2x8,n_to_mn
7,46638,3214,4,4,2,1,20,multimat-right-multirow-both,4_2_4_1,16_16_2_8,2560,16,16,256,2,8,2x8,n_to_mn
8,46574,3222,4,4,2,1,20,multimat-right-multirow-both,4_2_4_1,16_16_2_8,2560,16,16,256,2,8,2x8,n_to_mn
9,46618,3225,4,4,2,1,20,multimat-right-multirow-both,4_2_4_1,16_16_2_8,2560,16,16,256,2,8,2x8,n_to_mn
0,37528,3997,4,4,2,2,20,multimat-right-multirow-both,4_2_4_2,16_16_2_8,2560,16,16,256,2,8,2x8,n_to_mn
1,37527,3987,4,4,2,2,20,multimat-right-multirow-both,4_2_4_2,16_16_2_8,2560,16,16,256,2,8,2x8,n_to_mn
2,37574,4004,4,4,2,2,20,multimat-right-multirow-both,4_2_4_2,16_16_2_8,2560,16,16,256,2,8,2x8,n_to_mn
3,37544,4004,4,4,2,2,20,multimat-right-multirow-both,4_2_4_2,16_16_2_8,2560,16,16,256,2,8,2x8,n_to_mn
4,37540,3988,4,4,2,2,20,multimat-right-multirow-both,4_2_4_2,16_16_2_8,2560,16,16,256,2,8,2x8,n_to_mn
5,37541,3991,4,4,2,2,20,multimat-right-multirow-both,4_2_4_2,16_16_2_8,2560,16,16,256,2,8,2x8,n_to_mn
6,37563,3998,4,4,2,2,20,multimat-right-multirow-both,4_2_4_2,16_16_2_8,2560,16,16,256,2,8,2x8,n_to_mn
7,37539,4002,4,4,2,2,20,multimat-right-multirow-both,4_2_4_2,16_16_2_8,2560,16,16,256,2,8,2x8,n_to_mn
8,37543,3979,4,4,2,2,20,multimat-right-multirow-both,4_2_4_2,16_16_2_8,2560,16,16,256,2,8,2x8,n_to_mn
9,37561,3992,4,4,2,2,20,multimat-right-multirow-both,4_2_4_2,16_16_2_8,2560,16,16,256,2,8,2x8,n_to_mn
0,31409,4767,4,4,2,4,20,multimat-right-multirow-both,4_2_4_4,16_16_2_8,2560,16,16,256,2,8,2x8,n_to_mn
1,31397,4779,4,4,2,4,20,multimat-right-multirow-both,4_2_4_4,16_16_2_8,2560,16,16,256,2,8,2x8,n_to_mn
2,31398,4777,4,4,2,4,20,multimat-right-multirow-both,4_2_4_4,16_16_2_8,2560,16,16,256,2,8,2x8,n_to_mn
3,31451,4776,4,4,2,4,20,multimat-right-multirow-both,4_2_4_4,16_16_2_8,2560,16,16,256,2,8,2x8,n_to_mn
4,31489,4760,4,4,2,4,20,multimat-right-multirow-both,4_2_4_4,16_16_2_8,2560,16,16,256,2,8,2x8,n_to_mn
5,31428,4766,4,4,2,4,20,multimat-right-multirow-both,4_2_4_4,16_16_2_8,2560,16,16,256,2,8,2x8,n_to_mn
6,31430,4761,4,4,2,4,20,multimat-right-multirow-both,4_2_4_4,16_16_2_8,2560,16,16,256,2,8,2x8,n_to_mn
7,31457,4752,4,4,2,4,20,multimat-right-multirow-both,4_2_4_4,16_16_2_8,2560,16,16,256,2,8,2x8,n_to_mn
8,31474,4767,4,4,2,4,20,multimat-right-multirow-both,4_2_4_4,16_16_2_8,2560,16,16,256,2,8,2x8,n_to_mn
9,31409,4743,4,4,2,4,20,multimat-right-multirow-both,4_2_4_4,16_16_2_8,2560,16,16,256,2,8,2x8,n_to_mn
