,Kernel,Kernel_iterations,warps_per_thread_block,right_matrices_per_thread,rows_per_thread,distribution_type,num_cuda_streams,Name,Args,Input size,Input total items,Input matrix rows,Input matrix cols,Input matrix area,Input left matrices,Input right matrices,Input type,Group
6,29084,5154,4,2,16,triangle,20,multimat-right-work-distribution,4_2_16_triangle,16_16_2_8,2560,16,16,256,2,8,2x8,n_to_mn
7,29231,5131,4,2,16,triangle,20,multimat-right-work-distribution,4_2_16_triangle,16_16_2_8,2560,16,16,256,2,8,2x8,n_to_mn
8,29131,5128,4,2,16,triangle,20,multimat-right-work-distribution,4_2_16_triangle,16_16_2_8,2560,16,16,256,2,8,2x8,n_to_mn
9,29246,5142,4,2,16,triangle,20,multimat-right-work-distribution,4_2_16_triangle,16_16_2_8,2560,16,16,256,2,8,2x8,n_to_mn
0,12905,10000,4,4,1,rectangle,20,multimat-right-work-distribution,4_4_1_rectangle,16_16_2_8,2560,16,16,256,2,8,2x8,n_to_mn
1,12898,10000,4,4,1,rectangle,20,multimat-right-work-distribution,4_4_1_rectangle,16_16_2_8,2560,16,16,256,2,8,2x8,n_to_mn
2,12924,10000,4,4,1,rectangle,20,multimat-right-work-distribution,4_4_1_rectangle,16_16_2_8,2560,16,16,256,2,8,2x8,n_to_mn
3,12963,10000,4,4,1,rectangle,20,multimat-right-work-distribution,4_4_1_rectangle,16_16_2_8,2560,16,16,256,2,8,2x8,n_to_mn
4,12923,10000,4,4,1,rectangle,20,multimat-right-work-distribution,4_4_1_rectangle,16_16_2_8,2560,16,16,256,2,8,2x8,n_to_mn
5,12929,10000,4,4,1,rectangle,20,multimat-right-work-distribution,4_4_1_rectangle,16_16_2_8,2560,16,16,256,2,8,2x8,n_to_mn
6,12929,10000,4,4,1,rectangle,20,multimat-right-work-distribution,4_4_1_rectangle,16_16_2_8,2560,16,16,256,2,8,2x8,n_to_mn
7,12933,10000,4,4,1,rectangle,20,multimat-right-work-distribution,4_4_1_rectangle,16_16_2_8,2560,16,16,256,2,8,2x8,n_to_mn
8,12917,10000,4,4,1,rectangle,20,multimat-right-work-distribution,4_4_1_rectangle,16_16_2_8,2560,16,16,256,2,8,2x8,n_to_mn
9,12941,10000,4,4,1,rectangle,20,multimat-right-work-distribution,4_4_1_rectangle,16_16_2_8,2560,16,16,256,2,8,2x8,n_to_mn
0,12529,10000,4,4,1,triangle,20,multimat-right-work-distribution,4_4_1_triangle,16_16_2_8,2560,16,16,256,2,8,2x8,n_to_mn
1,12523,10000,4,4,1,triangle,20,multimat-right-work-distribution,4_4_1_triangle,16_16_2_8,2560,16,16,256,2,8,2x8,n_to_mn
2,12585,10000,4,4,1,triangle,20,multimat-right-work-distribution,4_4_1_triangle,16_16_2_8,2560,16,16,256,2,8,2x8,n_to_mn
3,12570,10000,4,4,1,triangle,20,multimat-right-work-distribution,4_4_1_triangle,16_16_2_8,2560,16,16,256,2,8,2x8,n_to_mn
4,12565,10000,4,4,1,triangle,20,multimat-right-work-distribution,4_4_1_triangle,16_16_2_8,2560,16,16,256,2,8,2x8,n_to_mn
5,12573,10000,4,4,1,triangle,20,multimat-right-work-distribution,4_4_1_triangle,16_16_2_8,2560,16,16,256,2,8,2x8,n_to_mn
6,12572,10000,4,4,1,triangle,20,multimat-right-work-distribution,4_4_1_triangle,16_16_2_8,2560,16,16,256,2,8,2x8,n_to_mn
7,12585,10000,4,4,1,triangle,20,multimat-right-work-distribution,4_4_1_triangle,16_16_2_8,2560,16,16,256,2,8,2x8,n_to_mn
