,Forward FFT,Forward FFT_iterations,Hadamard,Hadamard_iterations,Inverse FFT,Inverse FFT_iterations,Allocation,Allocation_iterations,Plan,Plan_iterations,hadamard_threads_per_block,Name,Args,Input size,Input total items,Input matrix rows,Input matrix cols,Input matrix area,Input left matrices,Input right matrices,Input type,Group
7,7394,21242,1748,85584,7483,21017,80769,1,5020713,1,256,fft,,48_48_1_1,4608,48,48,2304,1,1,1x1,one_to_one
8,7405,21226,1749,85544,7477,21025,80783,1,4843125,1,256,fft,,48_48_1_1,4608,48,48,2304,1,1,1x1,one_to_one
9,7395,21255,1751,85434,7485,21013,81910,1,3802964,1,256,fft,,48_48_1_1,4608,48,48,2304,1,1,1x1,one_to_one
10,7412,21212,1752,85434,7484,21011,242597,1,5233608,1,256,fft,,48_48_1_1,4608,48,48,2304,1,1,1x1,one_to_one
11,7399,21242,1751,85519,7484,21029,80282,1,4812255,1,256,fft,,48_48_1_1,4608,48,48,2304,1,1,1x1,one_to_one
12,7397,21244,1753,85424,7477,21033,80426,1,4906524,1,256,fft,,48_48_1_1,4608,48,48,2304,1,1,1x1,one_to_one
13,7412,21213,1752,85484,7480,21028,226304,1,5456911,1,256,fft,,48_48_1_1,4608,48,48,2304,1,1,1x1,one_to_one
14,7395,21239,1751,85564,7479,21035,79522,1,5058749,1,256,fft,,48_48_1_1,4608,48,48,2304,1,1,1x1,one_to_one
15,7408,21227,1753,85499,7486,21030,100648,1,7617513,1,256,fft,,48_48_1_1,4608,48,48,2304,1,1,1x1,one_to_one
16,7409,21201,1753,85399,7481,21015,85403,1,5627927,1,256,fft,,48_48_1_1,4608,48,48,2304,1,1,1x1,one_to_one
17,7410,21213,1751,85464,7485,21000,82532,1,5193326,1,256,fft,,48_48_1_1,4608,48,48,2304,1,1,1x1,one_to_one
18,7398,21245,1754,85369,7486,21018,225673,1,5386090,1,256,fft,,48_48_1_1,4608,48,48,2304,1,1,1x1,one_to_one
19,7402,21229,1754,85549,7485,21015,224526,1,6746316,1,256,fft,,48_48_1_1,4608,48,48,2304,1,1,1x1,one_to_one
0,8267,18997,1834,81326,7800,20149,90900,1,7193630,1,256,fft,,64_64_1_1,8192,64,64,4096,1,1,1x1,one_to_one
1,8252,19013,1835,81160,7815,20126,155165,1,3482761,1,256,fft,,64_64_1_1,8192,64,64,4096,1,1,1x1,one_to_one
2,8265,18991,1834,81214,7799,20149,103919,1,4192039,1,256,fft,,64_64_1_1,8192,64,64,4096,1,1,1x1,one_to_one
3,8254,19017,1834,81322,7811,20121,239048,1,4242961,1,256,fft,,64_64_1_1,8192,64,64,4096,1,1,1x1,one_to_one
4,8266,18985,1831,81308,7799,20145,222450,1,4841405,1,256,fft,,64_64_1_1,8192,64,64,4096,1,1,1x1,one_to_one
5,8255,19022,1830,81453,7800,20144,96594,1,4134218,1,256,fft,,64_64_1_1,8192,64,64,4096,1,1,1x1,one_to_one
