,Kernel,Kernel_iterations,warps_per_thread_block,left_matrices_per_thread,right_matrices_per_thread,rows_per_thread,distribution_type,Name,Args,Input size,Input total items,Input matrix rows,Input matrix cols,Input matrix area,Input left matrices,Input right matrices,Input type,Group
7,11576,129531,4,1,2,8,triangle,multimat-both-work-distribution,4_1_2_8_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
8,11585,129597,4,1,2,8,triangle,multimat-both-work-distribution,4_1_2_8_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
9,11576,129579,4,1,2,8,triangle,multimat-both-work-distribution,4_1_2_8_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
0,20619,72727,4,1,2,16,rectangle,multimat-both-work-distribution,4_1_2_16_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
1,20618,72739,4,1,2,16,rectangle,multimat-both-work-distribution,4_1_2_16_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
2,20617,72748,4,1,2,16,rectangle,multimat-both-work-distribution,4_1_2_16_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
3,20618,72747,4,1,2,16,rectangle,multimat-both-work-distribution,4_1_2_16_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
4,20618,72744,4,1,2,16,rectangle,multimat-both-work-distribution,4_1_2_16_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
5,20622,72731,4,1,2,16,rectangle,multimat-both-work-distribution,4_1_2_16_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
6,20617,72749,4,1,2,16,rectangle,multimat-both-work-distribution,4_1_2_16_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
7,20617,72743,4,1,2,16,rectangle,multimat-both-work-distribution,4_1_2_16_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
8,20616,72739,4,1,2,16,rectangle,multimat-both-work-distribution,4_1_2_16_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
9,20619,72748,4,1,2,16,rectangle,multimat-both-work-distribution,4_1_2_16_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
0,20760,72200,4,1,2,16,triangle,multimat-both-work-distribution,4_1_2_16_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
1,20761,72236,4,1,2,16,triangle,multimat-both-work-distribution,4_1_2_16_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
2,20759,72240,4,1,2,16,triangle,multimat-both-work-distribution,4_1_2_16_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
3,20767,72242,4,1,2,16,triangle,multimat-both-work-distribution,4_1_2_16_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
4,20759,72234,4,1,2,16,triangle,multimat-both-work-distribution,4_1_2_16_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
5,20760,72232,4,1,2,16,triangle,multimat-both-work-distribution,4_1_2_16_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
6,20761,72254,4,1,2,16,triangle,multimat-both-work-distribution,4_1_2_16_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
7,20761,72245,4,1,2,16,triangle,multimat-both-work-distribution,4_1_2_16_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
8,20759,72230,4,1,2,16,triangle,multimat-both-work-distribution,4_1_2_16_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
9,20758,72230,4,1,2,16,triangle,multimat-both-work-distribution,4_1_2_16_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
0,4357,344425,4,1,4,1,rectangle,multimat-both-work-distribution,4_1_4_1_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
1,4353,344305,4,1,4,1,rectangle,multimat-both-work-distribution,4_1_4_1_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
2,4352,344281,4,1,4,1,rectangle,multimat-both-work-distribution,4_1_4_1_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
3,4355,344751,4,1,4,1,rectangle,multimat-both-work-distribution,4_1_4_1_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
4,4353,344872,4,1,4,1,rectangle,multimat-both-work-distribution,4_1_4_1_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
5,4355,343796,4,1,4,1,rectangle,multimat-both-work-distribution,4_1_4_1_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
6,4351,344224,4,1,4,1,rectangle,multimat-both-work-distribution,4_1_4_1_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
7,4354,344426,4,1,4,1,rectangle,multimat-both-work-distribution,4_1_4_1_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
8,4353,344905,4,1,4,1,rectangle,multimat-both-work-distribution,4_1_4_1_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
9,4355,344281,4,1,4,1,rectangle,multimat-both-work-distribution,4_1_4_1_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
0,3829,391232,4,1,4,1,triangle,multimat-both-work-distribution,4_1_4_1_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
1,3828,391586,4,1,4,1,triangle,multimat-both-work-distribution,4_1_4_1_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
2,3833,391576,4,1,4,1,triangle,multimat-both-work-distribution,4_1_4_1_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
3,3826,391586,4,1,4,1,triangle,multimat-both-work-distribution,4_1_4_1_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
