,Kernel,Kernel_iterations,warps_per_thread_block,shifts_per_thread,left_rows_per_iteration,Name,Args,Input size,Input total items,Input matrix rows,Input matrix cols,Input matrix area,Input left matrices,Input right matrices,Input type,Group
0,132695,10000,4,1,2,basic-multirow_both,4_1_2,96_96_1_1,18432,96,96,9216,1,1,1x1,one_to_one
0,120781,10000,4,1,4,basic-multirow_both,4_1_4,96_96_1_1,18432,96,96,9216,1,1,1x1,one_to_one
0,112877,10000,4,1,8,basic-multirow_both,4_1_8,96_96_1_1,18432,96,96,9216,1,1,1x1,one_to_one
0,227693,6587,4,2,1,basic-multirow_both,4_2_1,96_96_1_1,18432,96,96,9216,1,1,1x1,one_to_one
0,164159,9135,4,2,2,basic-multirow_both,4_2_2,96_96_1_1,18432,96,96,9216,1,1,1x1,one_to_one
0,184997,8107,4,2,4,basic-multirow_both,4_2_4,96_96_1_1,18432,96,96,9216,1,1,1x1,one_to_one
0,119144,10000,4,2,8,basic-multirow_both,4_2_8,96_96_1_1,18432,96,96,9216,1,1,1x1,one_to_one
0,472007,3178,4,4,1,basic-multirow_both,4_4_1,96_96_1_1,18432,96,96,9216,1,1,1x1,one_to_one
0,232403,6454,4,4,2,basic-multirow_both,4_4_2,96_96_1_1,18432,96,96,9216,1,1,1x1,one_to_one
0,199813,7506,4,4,4,basic-multirow_both,4_4_4,96_96_1_1,18432,96,96,9216,1,1,1x1,one_to_one
0,139250,10000,4,4,8,basic-multirow_both,4_4_8,96_96_1_1,18432,96,96,9216,1,1,1x1,one_to_one
0,370410,4050,4,8,1,basic-multirow_both,4_8_1,96_96_1_1,18432,96,96,9216,1,1,1x1,one_to_one
0,304152,4931,4,8,2,basic-multirow_both,4_8_2,96_96_1_1,18432,96,96,9216,1,1,1x1,one_to_one
0,195391,7675,4,8,4,basic-multirow_both,4_8_4,96_96_1_1,18432,96,96,9216,1,1,1x1,one_to_one
0,166597,9000,4,8,8,basic-multirow_both,4_8_8,96_96_1_1,18432,96,96,9216,1,1,1x1,one_to_one
0,231562,6477,8,1,1,basic-multirow_both,8_1_1,96_96_1_1,18432,96,96,9216,1,1,1x1,one_to_one
0,187604,7993,8,1,2,basic-multirow_both,8_1_2,96_96_1_1,18432,96,96,9216,1,1,1x1,one_to_one
0,184061,8149,8,1,4,basic-multirow_both,8_1_4,96_96_1_1,18432,96,96,9216,1,1,1x1,one_to_one
0,187619,7995,8,1,8,basic-multirow_both,8_1_8,96_96_1_1,18432,96,96,9216,1,1,1x1,one_to_one
0,275851,5439,8,2,1,basic-multirow_both,8_2_1,96_96_1_1,18432,96,96,9216,1,1,1x1,one_to_one
0,221334,6777,8,2,2,basic-multirow_both,8_2_2,96_96_1_1,18432,96,96,9216,1,1,1x1,one_to_one
0,212822,7044,8,2,4,basic-multirow_both,8_2_4,96_96_1_1,18432,96,96,9216,1,1,1x1,one_to_one
0,192349,7798,8,2,8,basic-multirow_both,8_2_8,96_96_1_1,18432,96,96,9216,1,1,1x1,one_to_one
0,490204,3060,8,4,1,basic-multirow_both,8_4_1,96_96_1_1,18432,96,96,9216,1,1,1x1,one_to_one
0,280614,5345,8,4,2,basic-multirow_both,8_4_2,96_96_1_1,18432,96,96,9216,1,1,1x1,one_to_one
0,242952,6175,8,4,4,basic-multirow_both,8_4_4,96_96_1_1,18432,96,96,9216,1,1,1x1,one_to_one
0,202255,7417,8,4,8,basic-multirow_both,8_4_8,96_96_1_1,18432,96,96,9216,1,1,1x1,one_to_one
0,529268,2835,8,8,1,basic-multirow_both,8_8_1,96_96_1_1,18432,96,96,9216,1,1,1x1,one_to_one
0,376117,3988,8,8,2,basic-multirow_both,8_8_2,96_96_1_1,18432,96,96,9216,1,1,1x1,one_to_one
0,282326,5313,8,8,4,basic-multirow_both,8_8_4,96_96_1_1,18432,96,96,9216,1,1,1x1,one_to_one
