,Kernel,Kernel_iterations,warps_per_thread_block,left_matrices_per_thread,right_matrices_per_thread,rows_per_thread,distribution_type,Name,Args,Input size,Input total items,Input matrix rows,Input matrix cols,Input matrix area,Input left matrices,Input right matrices,Input type,Group
6,3556000,422,8,1,1,1,none,multimat-both,8_1_1,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
7,3556017,422,8,1,1,1,none,multimat-both,8_1_1,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
8,3555951,422,8,1,1,1,none,multimat-both,8_1_1,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
9,3555958,422,8,1,1,1,none,multimat-both,8_1_1,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
0,2698662,565,8,1,2,1,none,multimat-both,8_1_2,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
1,2698685,556,8,1,2,1,none,multimat-both,8_1_2,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
2,2698677,559,8,1,2,1,none,multimat-both,8_1_2,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
3,2698652,558,8,1,2,1,none,multimat-both,8_1_2,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
4,2698684,557,8,1,2,1,none,multimat-both,8_1_2,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
5,2698672,556,8,1,2,1,none,multimat-both,8_1_2,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
6,2698694,556,8,1,2,1,none,multimat-both,8_1_2,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
7,2698705,556,8,1,2,1,none,multimat-both,8_1_2,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
8,2698753,558,8,1,2,1,none,multimat-both,8_1_2,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
9,2698663,558,8,1,2,1,none,multimat-both,8_1_2,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
0,1991924,769,8,1,4,1,none,multimat-both,8_1_4,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
1,1991958,758,8,1,4,1,none,multimat-both,8_1_4,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
2,1991958,754,8,1,4,1,none,multimat-both,8_1_4,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
3,1991902,756,8,1,4,1,none,multimat-both,8_1_4,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
4,1991932,753,8,1,4,1,none,multimat-both,8_1_4,16_16_128_128,65536,16,16,256,128,128,128x128,n_to_m_saturated
