,Kernel,Kernel_iterations,shifts_per_thread_block,shared_mem_row_size,shared_mem_rows,strided_load,column_group_per_block,Name,Args,Input size,Input total items,Input matrix rows,Input matrix cols,Input matrix area,Input left matrices,Input right matrices,Input type,Group
0,39983,37743,8,32,8,0,0,warp-per-shift-shared-memory,8_32_False_False,64_64_1_1,8192,64,64,4096,1,1,1x1,one_to_one
0,40192,37918,8,32,8,0,1,warp-per-shift-shared-memory,8_32_False_True,64_64_1_1,8192,64,64,4096,1,1,1x1,one_to_one
0,30567,49619,8,32,8,1,0,warp-per-shift-shared-memory,8_32_True_False,64_64_1_1,8192,64,64,4096,1,1,1x1,one_to_one
0,31259,48659,8,32,8,1,1,warp-per-shift-shared-memory,8_32_True_True,64_64_1_1,8192,64,64,4096,1,1,1x1,one_to_one
0,33240,45740,8,128,8,0,0,warp-per-shift-shared-memory,8_128_False_False,64_64_1_1,8192,64,64,4096,1,1,1x1,one_to_one
0,33233,46092,8,128,8,0,1,warp-per-shift-shared-memory,8_128_False_True,64_64_1_1,8192,64,64,4096,1,1,1x1,one_to_one
0,25616,59670,8,128,8,1,0,warp-per-shift-shared-memory,8_128_True_False,64_64_1_1,8192,64,64,4096,1,1,1x1,one_to_one
0,25608,59467,8,128,8,1,1,warp-per-shift-shared-memory,8_128_True_True,64_64_1_1,8192,64,64,4096,1,1,1x1,one_to_one
0,33870,45174,8,256,8,0,0,warp-per-shift-shared-memory,8_256_False_False,64_64_1_1,8192,64,64,4096,1,1,1x1,one_to_one
0,33908,44837,8,256,8,0,1,warp-per-shift-shared-memory,8_256_False_True,64_64_1_1,8192,64,64,4096,1,1,1x1,one_to_one
0,26166,57954,8,256,8,1,0,warp-per-shift-shared-memory,8_256_True_False,64_64_1_1,8192,64,64,4096,1,1,1x1,one_to_one
0,26185,58237,8,256,8,1,1,warp-per-shift-shared-memory,8_256_True_True,64_64_1_1,8192,64,64,4096,1,1,1x1,one_to_one
0,26142,58177,16,32,16,0,0,warp-per-shift-shared-memory,16_32_False_False,64_64_1_1,8192,64,64,4096,1,1,1x1,one_to_one
