,Kernel,Kernel_iterations,warps_per_thread_block,right_matrices_per_thread,rows_per_thread,distribution_type,num_cuda_streams,Name,Args,Input size,Input total items,Input matrix rows,Input matrix cols,Input matrix area,Input left matrices,Input right matrices,Input type,Group
6,3420349,44,8,2,1,none,20,multimat-right,8_2,32_32_10_2560,2631680,32,32,1024,10,2560,10x2560,n_to_mn_saturated
7,3413828,44,8,2,1,none,20,multimat-right,8_2,32_32_10_2560,2631680,32,32,1024,10,2560,10x2560,n_to_mn_saturated
8,3420704,44,8,2,1,none,20,multimat-right,8_2,32_32_10_2560,2631680,32,32,1024,10,2560,10x2560,n_to_mn_saturated
9,3415017,45,8,2,1,none,20,multimat-right,8_2,32_32_10_2560,2631680,32,32,1024,10,2560,10x2560,n_to_mn_saturated
0,2579773,59,8,4,1,none,20,multimat-right,8_4,32_32_10_2560,2631680,32,32,1024,10,2560,10x2560,n_to_mn_saturated
1,2580869,58,8,4,1,none,20,multimat-right,8_4,32_32_10_2560,2631680,32,32,1024,10,2560,10x2560,n_to_mn_saturated
2,2580298,58,8,4,1,none,20,multimat-right,8_4,32_32_10_2560,2631680,32,32,1024,10,2560,10x2560,n_to_mn_saturated
3,2580410,58,8,4,1,none,20,multimat-right,8_4,32_32_10_2560,2631680,32,32,1024,10,2560,10x2560,n_to_mn_saturated
4,2580021,58,8,4,1,none,20,multimat-right,8_4,32_32_10_2560,2631680,32,32,1024,10,2560,10x2560,n_to_mn_saturated
5,2581432,58,8,4,1,none,20,multimat-right,8_4,32_32_10_2560,2631680,32,32,1024,10,2560,10x2560,n_to_mn_saturated
6,2580392,58,8,4,1,none,20,multimat-right,8_4,32_32_10_2560,2631680,32,32,1024,10,2560,10x2560,n_to_mn_saturated
7,2574728,60,8,4,1,none,20,multimat-right,8_4,32_32_10_2560,2631680,32,32,1024,10,2560,10x2560,n_to_mn_saturated
8,2600721,58,8,4,1,none,20,multimat-right,8_4,32_32_10_2560,2631680,32,32,1024,10,2560,10x2560,n_to_mn_saturated
9,2580701,58,8,4,1,none,20,multimat-right,8_4,32_32_10_2560,2631680,32,32,1024,10,2560,10x2560,n_to_mn_saturated
0,2249796,69,8,8,1,none,20,multimat-right,8_8,32_32_10_2560,2631680,32,32,1024,10,2560,10x2560,n_to_mn_saturated
1,2229400,67,8,8,1,none,20,multimat-right,8_8,32_32_10_2560,2631680,32,32,1024,10,2560,10x2560,n_to_mn_saturated
2,2232108,67,8,8,1,none,20,multimat-right,8_8,32_32_10_2560,2631680,32,32,1024,10,2560,10x2560,n_to_mn_saturated
3,2225111,66,8,8,1,none,20,multimat-right,8_8,32_32_10_2560,2631680,32,32,1024,10,2560,10x2560,n_to_mn_saturated
4,2219004,68,8,8,1,none,20,multimat-right,8_8,32_32_10_2560,2631680,32,32,1024,10,2560,10x2560,n_to_mn_saturated
5,2226698,68,8,8,1,none,20,multimat-right,8_8,32_32_10_2560,2631680,32,32,1024,10,2560,10x2560,n_to_mn_saturated
6,2227280,67,8,8,1,none,20,multimat-right,8_8,32_32_10_2560,2631680,32,32,1024,10,2560,10x2560,n_to_mn_saturated
7,2225289,67,8,8,1,none,20,multimat-right,8_8,32_32_10_2560,2631680,32,32,1024,10,2560,10x2560,n_to_mn_saturated
8,2225980,67,8,8,1,none,20,multimat-right,8_8,32_32_10_2560,2631680,32,32,1024,10,2560,10x2560,n_to_mn_saturated
9,2227356,67,8,8,1,none,20,multimat-right,8_8,32_32_10_2560,2631680,32,32,1024,10,2560,10x2560,n_to_mn_saturated
0,53222342,3,4,1,1,none,20,multimat-right,4_1,64_64_10_2560,10526720,64,64,4096,10,2560,10x2560,n_to_mn_saturated
1,53252356,3,4,1,1,none,20,multimat-right,4_1,64_64_10_2560,10526720,64,64,4096,10,2560,10x2560,n_to_mn_saturated
2,53197421,3,4,1,1,none,20,multimat-right,4_1,64_64_10_2560,10526720,64,64,4096,10,2560,10x2560,n_to_mn_saturated
3,53156059,3,4,1,1,none,20,multimat-right,4_1,64_64_10_2560,10526720,64,64,4096,10,2560,10x2560,n_to_mn_saturated
4,53218797,3,4,1,1,none,20,multimat-right,4_1,64_64_10_2560,10526720,64,64,4096,10,2560,10x2560,n_to_mn_saturated
5,53187914,3,4,1,1,none,20,multimat-right,4_1,64_64_10_2560,10526720,64,64,4096,10,2560,10x2560,n_to_mn_saturated
6,53156011,3,4,1,1,none,20,multimat-right,4_1,64_64_10_2560,10526720,64,64,4096,10,2560,10x2560,n_to_mn_saturated
7,53124205,3,4,1,1,none,20,multimat-right,4_1,64_64_10_2560,10526720,64,64,4096,10,2560,10x2560,n_to_mn_saturated
8,53219574,3,4,1,1,none,20,multimat-right,4_1,64_64_10_2560,10526720,64,64,4096,10,2560,10x2560,n_to_mn_saturated
9,53112347,3,4,1,1,none,20,multimat-right,4_1,64_64_10_2560,10526720,64,64,4096,10,2560,10x2560,n_to_mn_saturated
0,39979131,4,4,2,1,none,20,multimat-right,4_2,64_64_10_2560,10526720,64,64,4096,10,2560,10x2560,n_to_mn_saturated
1,40221847,4,4,2,1,none,20,multimat-right,4_2,64_64_10_2560,10526720,64,64,4096,10,2560,10x2560,n_to_mn_saturated
2,40034890,4,4,2,1,none,20,multimat-right,4_2,64_64_10_2560,10526720,64,64,4096,10,2560,10x2560,n_to_mn_saturated
3,39992443,4,4,2,1,none,20,multimat-right,4_2,64_64_10_2560,10526720,64,64,4096,10,2560,10x2560,n_to_mn_saturated
4,40267161,4,4,2,1,none,20,multimat-right,4_2,64_64_10_2560,10526720,64,64,4096,10,2560,10x2560,n_to_mn_saturated
5,40244596,4,4,2,1,none,20,multimat-right,4_2,64_64_10_2560,10526720,64,64,4096,10,2560,10x2560,n_to_mn_saturated
6,40329736,4,4,2,1,none,20,multimat-right,4_2,64_64_10_2560,10526720,64,64,4096,10,2560,10x2560,n_to_mn_saturated
7,40304561,4,4,2,1,none,20,multimat-right,4_2,64_64_10_2560,10526720,64,64,4096,10,2560,10x2560,n_to_mn_saturated
8,40227608,4,4,2,1,none,20,multimat-right,4_2,64_64_10_2560,10526720,64,64,4096,10,2560,10x2560,n_to_mn_saturated
9,40193654,4,4,2,1,none,20,multimat-right,4_2,64_64_10_2560,10526720,64,64,4096,10,2560,10x2560,n_to_mn_saturated
0,29854713,5,4,4,1,none,20,multimat-right,4_4,64_64_10_2560,10526720,64,64,4096,10,2560,10x2560,n_to_mn_saturated
1,29862223,6,4,4,1,none,20,multimat-right,4_4,64_64_10_2560,10526720,64,64,4096,10,2560,10x2560,n_to_mn_saturated
2,29845881,6,4,4,1,none,20,multimat-right,4_4,64_64_10_2560,10526720,64,64,4096,10,2560,10x2560,n_to_mn_saturated
3,29889645,6,4,4,1,none,20,multimat-right,4_4,64_64_10_2560,10526720,64,64,4096,10,2560,10x2560,n_to_mn_saturated
4,29857419,5,4,4,1,none,20,multimat-right,4_4,64_64_10_2560,10526720,64,64,4096,10,2560,10x2560,n_to_mn_saturated
