,Kernel,Kernel_iterations,warps_per_thread_block,left_matrices_per_thread,right_matrices_per_thread,rows_per_thread,distribution_type,Name,Args,Input size,Input total items,Input matrix rows,Input matrix cols,Input matrix area,Input left matrices,Input right matrices,Input type,Group
7,2739,550553,4,1,2,1,triangle,multimat-both-work-distribution,4_1_2_1_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
8,2738,550468,4,1,2,1,triangle,multimat-both-work-distribution,4_1_2_1_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
9,2739,550405,4,1,2,1,triangle,multimat-both-work-distribution,4_1_2_1_triangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
0,4847,309462,4,1,2,4,rectangle,multimat-both-work-distribution,4_1_2_4_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
1,4847,309459,4,1,2,4,rectangle,multimat-both-work-distribution,4_1_2_4_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
2,4847,309464,4,1,2,4,rectangle,multimat-both-work-distribution,4_1_2_4_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
3,4847,309457,4,1,2,4,rectangle,multimat-both-work-distribution,4_1_2_4_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
4,4847,309464,4,1,2,4,rectangle,multimat-both-work-distribution,4_1_2_4_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
5,4847,309464,4,1,2,4,rectangle,multimat-both-work-distribution,4_1_2_4_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
6,4847,309458,4,1,2,4,rectangle,multimat-both-work-distribution,4_1_2_4_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
7,4847,309451,4,1,2,4,rectangle,multimat-both-work-distribution,4_1_2_4_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
8,4847,309457,4,1,2,4,rectangle,multimat-both-work-distribution,4_1_2_4_rectangle,16_16_2_2,1024,16,16,256,2,2,2x2,n_to_m
