,Kernel,Kernel_iterations,warps_per_thread_block,shifts_per_thread_right_matrix,right_matrices_per_thread,left_rows_per_iteration,Name,Args,Input size,Input total items,Input matrix rows,Input matrix cols,Input matrix area,Input left matrices,Input right matrices,Input type,Group
0,37952,39511,4,2,2,1,multimat-right-multirow-both,4_2_2_1,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,23012,65179,4,2,2,2,multimat-right-multirow-both,4_2_2_2,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,24924,60189,4,2,2,4,multimat-right-multirow-both,4_2_2_4,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,31729,47269,4,4,2,1,multimat-right-multirow-both,4_2_4_1,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,39295,38175,4,4,2,2,multimat-right-multirow-both,4_2_4_2,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,35616,42118,4,4,2,4,multimat-right-multirow-both,4_2_4_4,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,22012,68150,4,1,4,1,multimat-right-multirow-both,4_4_1_1,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,35261,42541,4,1,4,2,multimat-right-multirow-both,4_4_1_2,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,23352,64214,4,1,4,4,multimat-right-multirow-both,4_4_1_4,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,35410,42367,4,2,4,1,multimat-right-multirow-both,4_4_2_1,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,37731,39753,4,2,4,2,multimat-right-multirow-both,4_4_2_2,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,27878,53807,4,2,4,4,multimat-right-multirow-both,4_4_2_4,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,55088,27230,4,4,4,1,multimat-right-multirow-both,4_4_4_1,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,45080,33273,4,4,4,2,multimat-right-multirow-both,4_4_4_2,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,36265,41363,4,4,4,4,multimat-right-multirow-both,4_4_4_4,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,17078,87811,8,1,1,1,multimat-right-multirow-both,8_1_1_1,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,14914,100578,8,1,1,2,multimat-right-multirow-both,8_1_1_2,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,14427,103956,8,1,1,4,multimat-right-multirow-both,8_1_1_4,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,20687,72500,8,2,1,1,multimat-right-multirow-both,8_1_2_1,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,15884,94413,8,2,1,2,multimat-right-multirow-both,8_1_2_2,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
0,18604,80625,8,2,1,4,multimat-right-multirow-both,8_1_2_4,16_16_1_8,2304,16,16,256,1,8,1x8,one_to_many
